Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Exclusive Shelf,Categories,SmallThumbnail
200638897,The Fortune Teller,Natasha Boydell,"Boydell, Natasha",,183533296X,9.78E+12,0,4.07,Boldwood Books,Kindle Edition,303,2024,2024,07/06/2024,03/03/2024,read,N/A,N/A
64629362,Old God's Time,Sebastian Barry,"Barry, Sebastian",,,,0,3.84,Faber & Faber,Kindle Edition,273,2023,2023,07/06/2024,04/01/2024,read,N/A,N/A
61120646,The Direction of the Wind,Mansi Shah,"Shah, Mansi",,1542035414,9.78E+12,0,4.09,Lake Union,Kindle Edition,318,2023,2023,,29/05/2024,currently-reading,N/A,N/A
74827090,Small Joys,Elvin James Mensah,"Mensah, Elvin James",,,,2,3.94,Scribner UK,Kindle Edition,399,2023,2023,29/05/2024,27/05/2024,read,N/A,N/A
61831984,Where Water Lies,Hilary Tailor,"Tailor, Hilary",,1542036607,9.78E+12,4,4.16,Lake Union Publishing,Kindle Edition,332,2024,2024,19/05/2024,08/05/2024,read,N/A,N/A
212438233,Ordinary Human Failings,Megan Nolan,"Nolan, Megan",,,,0,3.77,Vintage Digital,Kindle Edition,240,2023,2023,,18/05/2024,currently-reading,N/A,N/A
44009272,Lie With Me,Philippe Besson,"Besson, Philippe",Molly Ringwald,,,4,4.26,Penguin,Kindle Edition,160,2019,2017,02/05/2024,02/05/2024,read,N/A,N/A
203324713,All the Little Bird-Hearts,Viktoria Lloyd-Barlow,"Lloyd-Barlow, Viktoria",,,,0,3.79,Tinder Press,Kindle Edition,274,2023,2023,,11/04/2024,currently-reading,N/A,N/A
29359237,Eileen,Ottessa Moshfegh,"Moshfegh, Ottessa",,,,3,3.57,Vintage Digital,Kindle Edition,274,2016,2015,24/03/2024,24/03/2024,read,N/A,N/A
54640337,The House We Grew Up In,Lisa Jewell,"Jewell, Lisa",,,,0,3.8,Cornerstone Digital,Kindle Edition,448,2013,2013,18/02/2024,18/02/2024,read,N/A,N/A
183087424,Hurt Mountain,Angela Crook,"Crook, Angela",,1662515790,9.78E+12,1,3.94,Lake Union Publishing,Kindle Edition,289,2024,2024,10/02/2024,10/02/2024,read,N/A,N/A
59904786,The Keeper of Stories,Sally Page,"Page, Sally",,,,0,4.08,One More Chapter,Kindle Edition,386,2022,2022,08/06/2022,26/05/2022,read,N/A,N/A
60885525,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,,,0,4.5,Faber & Faber,Kindle Edition,644,2022,2022,,08/01/2024,currently-reading,N/A,N/A
193771976,The Real Deal,Caitlin Devlin,"Devlin, Caitlin",,1662518242,9.78E+12,3,3.42,Lake Union Publishing,Kindle Edition,359,2024,2024,08/01/2024,08/01/2024,read,N/A,N/A
150313122,"Another Time, Another Place",Jo  Lovett,"Lovett, Jo",,1785134957,9.78E+12,0,3.94,Boldwood Books,Kindle Edition,282,2023,2023,05/11/2023,05/11/2023,read,FICTION,N/A
49427331,As You Were,Elaine Feeney,"Feeney, Elaine",,,,0,3.6,Vintage Digital,Kindle Edition,395,2020,2020,16/10/2023,16/10/2023,read,N/A,N/A
55068407,One-hit Wonder,Lisa Jewell,"Jewell, Lisa",,,,0,3.74, Penguin ,Kindle Edition,466,2001,2001,12/11/2023,12/11/2023,read,N/A,N/A
62966998,Yellowface,R.F. Kuang,"Kuang, R.F.",,8532796,9.78E+12,4,3.76,The Borough Press,Kindle Edition,336,2023,2023,04/01/2024,01/01/2024,read,N/A,N/A
60641361,When I First Held You,Anstey Harris,"Harris, Anstey",,1662503857,9.78E+12,4,4.31,Lake Union Publishing,Kindle Edition,313,2023,2023,27/12/2023,26/12/2023,read,N/A,N/A
11165610,On Chesil Beach,Ian McEwan,"McEwan, Ian",,,,4,3.61,Vintage Digital,Kindle Edition,226,2010,2007,01/01/2023,18/12/2023,read,N/A,N/A
55830333,The Hand That First Held Mine,Maggie O'Farrell,"O'Farrell, Maggie",,,,5,4.04,Headline,Kindle Edition,386,2010,2010,01/01/2024,31/12/2023,read,N/A,N/A
59764952,At the Table,Claire    Powell,"Powell, Claire",,349727031,9.78E+12,0,3.74,Fleet,Kindle Edition,314,2022,2022,01/01/2023,18/12/2023,read,N/A,N/A
58494898,My Daughter's Mistake,Kate Hewitt,"Hewitt, Kate",,1800192975,9.78E+12,0,4.26,Bookouture,Kindle Edition,382,2021,2021,01/01/2023,18/12/2023,read,N/A,N/A
58010673,Yearbook: A hilarious collection of true stories from the writer of Superbad,Seth Rogen,"Rogen, Seth",,751575763,9.78E+12,0,4.16,Sphere,Kindle Edition,202,2021,2021,01/01/2023,18/12/2023,read,N/A,N/A
50387343,Scabby Queen,Kirstin Innes,"Innes, Kirstin",,8342318,9.78E+12,4,3.72,4th Estate,Kindle Edition,401,2020,2020,01/01/2023,18/12/2023,read,N/A,N/A
61260774,Out of the Ashes,Kara Thomas,"Thomas, Kara",,1662509545,9.78E+12,0,3.89,Thomas & Mercer,Kindle Edition,286,2023,2023,01/01/2023,18/12/2023,read,N/A,N/A
83817583,Kala,Colin Walsh,"Walsh, Colin",,,,0,3.99,Atlantic Books,Kindle Edition,417,2023,2023,01/01/2023,18/12/2023,read,N/A,N/A
61303264,Bournville,Jonathan Coe,"Coe, Jonathan",,241517419,9.78E+12,0,3.8,Viking,Kindle Edition,361,2022,2022,01/01/2023,18/12/2023,read,N/A,N/A
45023640,Grown Ups,Marian Keyes,"Keyes, Marian",,,,0,3.94,Penguin,Kindle Edition,615,2020,2020,01/01/2023,18/12/2023,read,N/A,N/A
43264734,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,"Jewell, Lisa",,,,0,3.96,Cornerstone Digital,Kindle Edition,442,2019,2019,01/01/2023,27/10/2023,read,N/A,N/A
41560071,The Importance of Being Aisling (The Aisling Series Book 2),Emer McLysaght,"McLysaght, Emer",Sarah Breen,1405938234,9.78E+12,0,4.11,Penguin,Kindle Edition,378,2018,,01/01/2023,18/12/2023,read,N/A,N/A
30900651,Himself,Jess Kidd,"Kidd, Jess",,1782118470,9.78E+12,0,3.92,Canongate,ebook,361,2016,2017,01/01/2023,18/12/2023,read,N/A,N/A
25385666,Together Apart,Natalie K. Martin,"Martin, Natalie K.",,1503999114,9.78E+12,0,3.56,Lake Union Publishing,Kindle Edition,242,2015,2014,01/01/2023,18/12/2023,read,N/A,N/A
61795667,The Last Kings of Sark,Rosa Rankin-Gee,"Rankin-Gee, Rosa",,,,0,3.26,Scribner UK,Kindle Edition,287,2022,2013,01/01/2023,18/12/2023,read,N/A,N/A
18868225,We Need New Names,NoViolet Bulawayo,"Bulawayo, NoViolet",,,,0,3.74,Vintage Digital,Kindle Edition,308,2013,2013,01/01/2023,18/12/2023,read,N/A,N/A
42976415,After You'd Gone,Maggie O'Farrell,"O'Farrell, Maggie",,755372239,9.78E+12,0,4.03,Hachette UK,Paperback,372,2009,2000,01/01/2023,18/12/2023,read,N/A,N/A
61413914,"Girl Friends: the unmissable, thought-provoking and funny new novel about female friendship",Holly Bourne,"Bourne, Holly",,,,0,4.1,Hodder & Stoughton,Kindle Edition,444,2022,,,18/12/2023,read,N/A,N/A
189900510,The Rise,Ian Rankin,"Rankin, Ian",,1662515340,9.78E+12,0,3.65,Amazon Original Stories,Kindle Edition,86,2023,2023,18/12/2023,05/10/2023,read,N/A,N/A
11697097,Call Me by Your Name,André Aciman,"Aciman, André",,,,0,4.1,,Kindle Edition,256,2011,2007,18/12/2023,18/10/2023,read,N/A,N/A
32904894,Then She Was Gone,Lisa Jewell,"Jewell, Lisa",,,,0,4.05,Cornerstone Digital,Kindle Edition,421,2017,2017,18/12/2023,19/10/2023,read,N/A,N/A
48996975,How to Disappear,Gillian McAllister,"McAllister, Gillian",,,,0,4.03,Penguin,Kindle Edition,453,2020,2020,18/12/2023,21/10/2023,read,N/A,N/A
108517185,This Could be Everything,Eva Rice,"Rice, Eva",,1398510181,9.78E+12,0,3.82,Simon & Schuster UK,Kindle Edition,430,2023,2023,15/12/2023,10/12/2023,read,N/A,N/A
198712875,Two Women Walk into a Bar,Cheryl Strayed,"Strayed, Cheryl",,1662517920,9.78E+12,5,4.06,Amazon Original Stories,Kindle Edition,31,2024,,07/12/2023,07/12/2023,read,N/A,N/A
123443518,The Scenic Route,Christina Baker Kline,"Kline, Christina Baker",,1662514689,9.78E+12,5,4.02,Amazon Original Stories,Kindle Edition,43,2023,2012,28/11/2023,28/11/2023,read,N/A,N/A
50274834,A History of Loneliness,John Boyne,"Boyne, John",,,,5,4.27,Transworld Digital,Kindle Edition,353,2020,2014,05/11/2023,30/10/2023,read,N/A,N/A
57800975,I Have Something to Tell You,Susan    Lewis,"Lewis, Susan",,8287007,9.78E+12,1,4.02,HarperCollins,Kindle Edition,509,2021,2021,30/10/2023,29/10/2023,read,N/A,N/A
75649740,The Librarian,Valerie Keogh,"Keogh, Valerie",,180415475X,9.78E+12,2,3.84,Boldwood Books,Kindle Edition,281,2023,2023,28/10/2023,27/10/2023,read,N/A,N/A
58238072,Love Untold,Ruth Jones,"Jones, Ruth",,,,0,4.33,Transwolrd Digital,Kindle Edition,512,2022,2022,26/10/2023,25/10/2023,read,N/A,N/A
40104340,"Vanished (David Raker, #3)",Tim Weaver,"Weaver, Tim",,,,3,4.12,Penguin,Kindle Edition,483,2012,2012,15/10/2023,15/10/2023,read,N/A,N/A
43307715,The Carer,Deborah Moggach,"Moggach, Deborah",,,,4,3.77,Tinder Press,Kindle Edition,204,2019,2019,21/09/2023,18/09/2023,read,N/A,N/A
63126737,Just Stay Away,Tony Wirt,"Wirt, Tony",,166251378X,9.78E+12,3,3.82,Thomas & Mercer,Kindle Edition,287,2023,2023,12/09/2023,12/09/2023,read,N/A,N/A
50432416,The School for Good Mothers,Jessamine Chan,"Chan, Jessamine",,,,3,3.54,37 Ink,Kindle Edition,336,2022,2022,10/09/2023,09/09/2023,read,N/A,N/A
60536444,The Forgetting,Hannah Beckerman,"Beckerman, Hannah",,1542030390,9.78E+12,4,4.07,Lake Union Publishing,Kindle Edition,329,2023,2023,07/08/2023,07/03/2023,read,N/A,N/A
19784687,Every Day Is Like Sunday,Paul Vlitos,"Vlitos, Paul",,,,2,3.21,Orion,Kindle Edition,298,2010,2008,07/08/2023,16/05/2023,read,N/A,N/A
62397519,Between Us,Mhairi McFarlane,"McFarlane, Mhairi",,8412499,9.78E+12,3,3.73,HarperCollins,ebook,448,2023,2023,07/08/2023,16/07/2023,read,N/A,N/A
55857644,Instructions for a Heatwave,Maggie O'Farrell,"O'Farrell, Maggie",,755386833,,5,3.75,Tinder Press,Kindle Edition,338,2013,2013,06/08/2023,02/08/2023,read,N/A,N/A
21286589,The Lost Child,Julie Myerson,"Myerson, Julie",,,9.78E+12,0,3.27,Bloomsbury Publishing,Kindle Edition,337,2012,2009,09/10/2022,09/10/2022,read,N/A,N/A
131068014,The Way Life Should Be,William Dameron,"Dameron, William",,1662508913,9.78E+12,2,3.67,Little A,Kindle Edition,308,2023,,29/07/2023,29/07/2023,read,N/A,N/A
43453228,"Kim Jiyoung, Born 1982",Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,,,5,4.17,Scribner UK,Kindle Edition,175,2020,2016,21/07/2023,19/07/2023,read,N/A,N/A
36597347,The Lines We Leave Behind,Eliza Graham,"Graham, Eliza",,1477830529,9.78E+12,5,3.96,Lake Union Publishing,Kindle Edition,319,2018,2018,14/07/2023,28/06/2023,read,N/A,N/A
74883803,"Sing, Wild Bird, Sing",Jacqueline O'Mahony,"O'Mahony, Jacqueline",,1662512171,9.78E+12,5,4.12,Lake Union Publishing,Kindle Edition,279,2023,2023,10/07/2023,10/07/2023,read,N/A,N/A
61386473,The Neighbour,Gemma Rogers,"Rogers, Gemma",,1800487010,9.78E+12,3,4.1,Boldwood Books,Kindle Edition,308,2023,2023,18/06/2023,17/06/2023,read,FICTION,N/A
60722411,Me vs Brain: An Overthinker’s Guide to Life,Hayley Morris,"Morris, Hayley",,,,2,3.94,Penguin,Kindle Edition,292,2023,,06/06/2023,04/06/2023,read,N/A,N/A
60794854,We Do What We Do in the Dark,Michelle  Hart,"Hart, Michelle",,147229646X,9.78E+12,3,3.54,Tinder Press,Kindle Edition,194,2022,2022,26/04/2023,26/04/2023,read,N/A,N/A
54858429,The Other Woman,Amanda Brookfield,"Brookfield, Amanda",,1838895922,9.78E+12,0,3.82,Boldwood Books,Kindle Edition,370,2020,,09/04/2023,09/04/2023,read,Abused wives,N/A
62020948,Five Winters,Kitty  Johnson,"Johnson, Kitty",,1662508018,9.78E+12,0,3.98,Lake Union,Kindle Edition,308,2023,2023,29/03/2023,27/03/2023,read,N/A,N/A
11317309,I Remember Nothing and other reflections: Memories and wisdom from the iconic writer and director,Nora Ephron,"Ephron, Nora",,,,0,3.8,Transworld Digital,Kindle Edition,162,2011,2010,01/12/2020,29/09/2020,read,N/A,N/A
49617890,Difficult Women: A History of Feminism in 11 Fights,Helen   Lewis,"Lewis, Helen",,,,0,4.23,Vintage Digital,Kindle Edition,368,2020,2020,,20/03/2023,currently-reading,N/A,N/A
50175987,The Skylark's Secret,Fiona Valpy,"Valpy, Fiona",,1542005167,9.78E+12,2,4.31,Lake Union Publishing,Kindle Edition,315,2020,2020,20/03/2023,15/03/2023,read,N/A,N/A
13362937,"52 Small Changes: One Year to a Happier, Healthier You",Brett Blumenthal,"Blumenthal, Brett",,1612189288,9.78E+12,1,3.42,Lake Union Publishing,Kindle Edition,429,2011,2011,14/03/2023,14/03/2023,read,N/A,N/A
55111024,Ordinary People,Diana Evans,"Evans, Diana",,,,1,3.31,Vintage Digital,Kindle Edition,334,2020,2018,26/02/2023,20/02/2023,read,N/A,N/A
67918813,"Wild, Beautiful, and Free",Sophfronia Scott,"Scott, Sophfronia",,1542036070,9.78E+12,0,4.31,Lake Union Publishing,Kindle Edition,322,2023,2023,19/02/2023,05/02/2023,read,N/A,N/A
35060532,"Scissors, Paper, Stone",Elizabeth Day,"Day, Elizabeth",,8221782,9.78E+12,0,3.76,Fourth Estate,Kindle Edition,257,2017,2011,08/02/2023,06/02/2023,read,N/A,N/A
34802303,Tin Man,Sarah Winman,"Winman, Sarah",,755390989,,5,3.97,Tinder Press,Kindle Edition,226,2017,2017,02/02/2023,12/01/2023,read,N/A,N/A
62913680,An Impossible Return,Caroline Laurent,"Laurent, Caroline",Jeffrey Zuckerman,1542032342,9.78E+12,0,4.18,Amazon Crossing,Kindle Edition,350,2022,2020,02/02/2023,26/11/2022,read,N/A,N/A
56931626,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,,,5,4.26,,Kindle Edition,565,2023,2021,29/01/2023,06/01/2023,read,N/A,N/A
63356585,The Cuckoo Sister,Alison Stockham,"Stockham, Alison",,1804159875,9.78E+12,1,3.66,Boldwood Books,Kindle Edition,299,2023,2023,29/01/2023,26/01/2023,read,N/A,N/A
55930449,The Snow Song,Sally Gardner,"Gardner, Sally",,8217432,9.78E+12,0,4.01,HQ,ebook,384,2020,2020,12/01/2023,25/12/2022,read,N/A,N/A
61322361,"Someday, Maybe",Onyi Nwabineli,"Nwabineli, Onyi",,861543521,9.78E+12,0,3.9,Magpie,Kindle Edition,349,2022,2022,02/01/2023,29/12/2022,read,N/A,N/A
61361686,Limberlost,Robbie Arnott,"Arnott, Robbie",,,,5,4.25,Atlantic Books,Kindle Edition,211,2022,2022,24/11/2022,22/11/2022,read,N/A,N/A
58022057,A Day Like This,Kelley McNeil,"McNeil, Kelley",,1542030439,9.78E+12,0,4.2,Lake Union Publishing,Kindle Edition,287,2021,2021,10/11/2022,07/11/2022,read,N/A,N/A
60470234,Trespasses,Louise Kennedy,"Kennedy, Louise",,,,5,3.99,Bloomsbury Publishing,Kindle Edition,320,2022,2022,03/11/2022,31/10/2022,read,N/A,N/A
12900260,Slammerkin: The compelling historical novel from the author of LEARNED BY HEART (Virago Modern Classics),Emma Donoghue,"Donoghue, Emma",,748133445,9.78E+12,5,3.75,,Kindle Edition,425,,2001,19/04/2022,27/03/2022,read,N/A,N/A
11550621,Brick Lane,Monica Ali,"Ali, Monica",,,,2,3.45,,Kindle Edition,396,,2003,19/04/2022,12/03/2022,read,N/A,N/A
56029244,Bellman & Black,Diane Setterfield,"Setterfield, Diane",,,,5,3.17,Orion,Kindle Edition,320,2020,2013,16/07/2022,26/06/2022,read,N/A,N/A
36418847,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,,,2,3.63,Vintage Digital,Kindle Edition,304,2018,2018,24/07/2022,18/07/2022,read,N/A,N/A
25525225,The Diet Myth: The Real Science Behind What We Eat,Tim Spector,"Spector, Tim",,,,5,4.25,Weidenfeld & Nicolson,Kindle Edition,419,2015,2015,11/09/2022,09/02/2021,read,N/A,N/A
54170195,More Than a Woman,Caitlin Moran,"Moran, Caitlin",,,,3,4.15,Ebury Digital,Kindle Edition,279,2020,2020,25/09/2022,19/09/2022,read,N/A,N/A
57247565,Giving Up the Ghost : A Memoir,Hilary Mantel,"Mantel, Hilary",,7354916,9.78E+12,4,3.95,Harper Perennial,Kindle Edition,274,2009,2003,04/10/2022,25/09/2022,read,N/A,N/A
46204725,Sister of Mine,Laurie Petrou,"Petrou, Laurie",,857303406,9.78E+12,5,3.5,No Exit Press,Kindle Edition,243,2019,2023,27/10/2022,23/10/2022,read,N/A,N/A
56792855,Careless,Kirsty Capes,"Capes, Kirsty",,,,5,3.97,Orion,Kindle Edition,336,2021,2021,22/10/2022,16/10/2022,read,N/A,N/A
61423113,Why Did You Stay?: A memoir about self-worth,Rebecca Humphries,"Humphries, Rebecca",,,,3,4.02,Sphere,Kindle Edition,416,2022,2022,22/10/2022,19/10/2022,read,N/A,N/A
59008076,The Herd,Emily Edwards,"Edwards, Emily",,1473592097,9.78E+12,2,4.03,Transworld Digital,Kindle Edition,344,2022,2021,16/10/2022,12/10/2022,read,N/A,N/A
11448087,"We, the Drowned",Carsten Jensen,"Jensen, Carsten",Charlotte Barslund,,,0,4.24,,Kindle Edition,693,,2006,11/09/2022,12/12/2021,read,N/A,N/A
59044223,Where the Sky Begins,Rhys Bowen,"Bowen, Rhys",,154202885X,9.78E+12,0,4.33,Lake Union Publishing,Kindle Edition,364,2022,2022,04/09/2022,29/08/2022,read,N/A,N/A
60482712,Stargazer,Laurie Petrou,"Petrou, Laurie",,,,5,3.72,VERVE Books,Kindle Edition,257,2022,2022,29/08/2022,20/08/2022,read,N/A,N/A
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,,,5,4.1,Harper Perennial Modern Classics,Paperback,546,2005,1998,,05/01/2020,read,N/A,N/A
57486339,Em's Awful Good Fortune: A Novel,Marcie Maxfield,"Maxfield, Marcie",,1647421438,9.78E+12,2,3.94,She Writes Press,Kindle Edition,250,2021,,08/08/2022,06/08/2022,read,N/A,N/A
59616468,This Place of Wonder,Barbara O'Neal,"O'Neal, Barbara",,,,3,4.27,Lake Union Publishing,Kindle Edition,316,2022,2022,08/08/2022,07/08/2022,read,N/A,N/A
11683176,When You Are Engulfed in Flames,David Sedaris,"Sedaris, David",,748125930,9.78E+12,5,4.08,,Kindle Edition,320,,2005,16/07/2022,22/04/2022,read,N/A,N/A
19179042,Offshore,Penelope Fitzgerald,"Fitzgerald, Penelope",Alan Hollinghurst,7373821,,0,3.59,Fourth Estate,Kindle Edition,210,2013,1979,16/07/2022,07/07/2022,read,N/A,N/A
55032574,The Truth Must Dazzle Gradually,Helen Cullen,"Cullen, Helen",,,,3,3.93,Penguin,Kindle Edition,325,2020,2020,25/04/2022,19/04/2022,read,N/A,N/A
55776876,All My Mothers,Joanna Glen,"Glen, Joanna",,8410607,,4,4.43,The Borough Press,Kindle Edition,473,2021,,02/05/2022,25/04/2022,read,N/A,N/A
12741012,In a Good Light,Clare Chambers,"Chambers, Clare",,,,4,4.36,Cornerstone Digital,Kindle Edition,512,2009,2004,08/05/2022,02/05/2022,read,N/A,N/A
21126649,The Last Days of Rabbit Hayes,Anna McPartlin,"McPartlin, Anna",,,,4,4.26,Transworld Digital,Kindle Edition,448,2014,2014,26/05/2022,19/05/2022,read,N/A,N/A
57950332,The Vanishing of Audrey Wilde,Eve Chase,"Chase, Eve",,,,3,3.94,Penguin,Kindle Edition,324,2021,2017,24/06/2022,20/06/2022,read,N/A,N/A
11312970,The Men and the Girls,Joanna Trollope,"Trollope, Joanna",,,,2,3.72,Transworld Digital,Kindle Edition,260,2010,1992,15/05/2022,11/05/2022,read,N/A,N/A
60497502,My Evil Mother,Margaret Atwood,"Atwood, Margaret",,1662504497,9.78E+12,0,3.89,Amazon Original Stories,Kindle Edition,32,2022,2022,11/05/2022,08/05/2022,read,N/A,N/A
59837201,These Days,Lucy Caldwell,"Caldwell, Lucy",,,,0,3.7,Faber & Faber,Kindle Edition,252,2022,2022,19/04/2022,30/03/2022,read,N/A,N/A
19202923,Seesaw,Deborah Moggach,"Moggach, Deborah",,,,4,3.81,Vintage Digital,Kindle Edition,338,2012,1996,12/03/2022,09/03/2022,read,N/A,N/A
53930569,The Bean Trees,Barbara Kingsolver,"Kingsolver, Barbara",,349144540,9.78E+12,0,4,Abacus,Kindle Edition,342,2020,1988,09/03/2022,03/03/2022,read,N/A,N/A
18927614,Longbourn,Jo Baker,"Baker, Jo",,,,0,3.66,Transworld Digital,Kindle Edition,338,2013,2013,,26/02/2022,read,N/A,N/A
57112269,We Are Not in the World,Conor O'Callaghan,"O'Callaghan, Conor",,,,0,3.61,Transworld Digital,Kindle Edition,264,2021,,19/02/2022,25/01/2022,read,N/A,N/A
56448858,Light Perpetual,Francis Spufford,"Spufford, Francis",,,,4,3.67,Faber & Faber,Kindle Edition,315,2021,2021,15/02/2022,09/02/2022,read,N/A,N/A
12398034,The Story of English in 100 Words,David Crystal,"Crystal, David",,,,0,3.92,,Kindle Edition,300,,2011,09/02/2022,23/09/2021,read,N/A,N/A
59766379,A Terrible Kindness,Jo Browning Wroe,"Wroe, Jo Browning",,571368328,9.78E+12,0,4.3,Faber & Faber,Kindle Edition,377,2022,2022,03/02/2022,30/01/2022,read,N/A,N/A
57894984,How to Save a Life,Eva Carter,"Carter, Eva",,1529038685,9.78E+12,0,3.76,Mantle,ebook,448,2021,2021,,24/01/2022,read,N/A,N/A
21143923,Back Trouble,Clare Chambers,"Chambers, Clare",,,,0,3.75,Cornerstone Digital,Kindle Edition,208,2011,1994,24/01/2022,19/01/2022,read,N/A,N/A
50908163,Rodham,Curtis Sittenfeld,"Sittenfeld, Curtis",,,,0,3.83,Transworld Digital,Kindle Edition,426,2020,2020,19/01/2022,16/01/2022,read,N/A,N/A
60047565,Rachel's Holiday (Walsh Family #2),Marian Keyes,"Keyes, Marian",,,,0,4,Penguin,Kindle Edition,611,2021,1997,,09/01/2022,read,N/A,N/A
44285117,The Dressmaker's Gift,Fiona Valpy,"Valpy, Fiona",,1542005140,9.78E+12,0,4.23,Lake Union Publishing,Kindle Edition,276,2019,2019,17/12/2021,15/12/2021,read,N/A,N/A
34616178,The Girlfriend,Michelle Frances,"Frances, Michelle",,,,0,3.78,Pan,Kindle Edition,369,2017,2017,,15/12/2021,read,N/A,N/A
57958001,How To Save Our Planet: The Facts,Mark Maslin,"Maslin, Mark",,,,0,3.84,Penguin Life,Kindle Edition,250,2021,2021,12/12/2021,08/12/2021,read,N/A,N/A
39797267,The Guilty Feminist: From Our Noble Goals to Our Worst Hypocrisies,Deborah Frances-White,"Frances-White, Deborah",,349010110,9.78E+12,0,4.15,Virago,Kindle Edition,332,2018,2018,12/12/2021,09/12/2021,read,N/A,N/A
54651516,Digital Minimalism: On Living Better with Less Technology,Cal Newport,"Newport, Cal",,,,0,4.06,Penguin,Kindle Edition,294,2019,2019,08/12/2021,12/11/2021,read,N/A,N/A
25929926,The Color of Water in July,Nora Carroll,"Carroll, Nora",,150390637X,9.78E+12,0,3.89,Lake Union Publishing,Kindle Edition,251,2015,2011,08/12/2021,28/11/2021,read,N/A,N/A
43807935,When She Returned,Lucinda Berry,"Berry, Lucinda",,1542092914,9.78E+12,0,4,Thomas & Mercer,Kindle Edition,293,2019,2019,08/12/2021,30/11/2021,read,N/A,N/A
11538304,The Betrayal,Helen Dunmore,"Dunmore, Helen",,141946032,9.78E+12,0,4.04,Penguin,Kindle Edition,348,2010,2010,,26/11/2021,read,N/A,N/A
48765789,The Glass House,Eve Chase,"Chase, Eve",,,,4,3.98,Penguin,Kindle Edition,393,2020,2020,21/11/2021,21/11/2021,read,N/A,N/A
19450537,A Dry Spell,Clare Chambers,"Chambers, Clare",,,,0,3.9,Cornerstone Digital,Kindle Edition,372,2011,2000,11/11/2021,08/11/2021,read,N/A,N/A
48746177,The Girl with the Louding Voice,Abi Daré,"Daré, Abi",,1529359252,9.78E+12,5,4.43,Sceptre,Kindle Edition,392,2020,2020,04/11/2021,31/10/2021,read,N/A,N/A
50279100,The Glass Woman,Caroline Lea,"Lea, Caroline",,,,2,3.69,Penguin,Kindle Edition,400,2020,2019,19/10/2021,08/10/2021,read,N/A,N/A
57900821,Don't Ask,Paul           Carroll,"Carroll, Paul",,1800469543,9.78E+12,0,3.71,Matador,Kindle Edition,219,2021,2021,,13/10/2021,read,N/A,N/A
11055337,Confessions of a GP (The Confessions Series),Benjamin  Daniels,"Daniels, Benjamin",,,,0,3.71,The Friday Project,Kindle Edition,327,2010,2010,,07/10/2021,read,N/A,N/A
39279352,Eva Luna,Isabel Allende,"Allende, Isabel",,,,0,4,Scribner UK,Kindle Edition,370,2018,1987,03/10/2021,27/09/2021,read,N/A,N/A
51286286,The Binding,Bridget Collins,"Collins, Bridget",,,,0,3.86,The Borough Press,Kindle Edition,445,2020,2019,26/09/2021,23/09/2021,read,N/A,N/A